Experiment
----------
Name:	15-12-11 Magra OVA eosinofilica Bude 3
File name:	C:\Users\Wothan\Documents\My flexiVent data\15-12-11 Magra OVA eosinofilica Bude 3.exp
Operator:	Cida
Comment:	Default template provided for mouse experiments.
 
Subjects
--------
 Subject  Name 	Weight	Gender	Strain	Group	Comment
 Magra  OVA  eosinofilica  Bude  3 	 24  g 	female	Balbi		
 
Perturbation:	TLC
 
 
Data
----
 
 Event  ID  -> 	5	5	6	6	12	12	12	12	12	16	16	16	16	16	17	17	17	17	17
    	 12/11/2015  10:57:22  AM 	 12/11/2015  10:57:22  AM 	 12/11/2015  10:57:38  AM 	 12/11/2015  10:57:38  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:13  AM 	 12/11/2015  11:22:13  AM 	 12/11/2015  11:22:13  AM 	 12/11/2015  11:22:13  AM 	 12/11/2015  11:22:13  AM 
    	 Closed  tube  cal. 	 Closed  tube  cal. 	 Open  tube  cal. 	 Open  tube  cal. 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 
Time	Vol	Pcyl	Vol	Pcyl	Vol	Pcyl	Pao	Vtr	Ptr	Vol	Pcyl	Pao	Vtr	Ptr	Vol	Pcyl	Pao	Vtr	Ptr
s	mL	cmH2O	mL	cmH2O	mL	cmH2O	cmH2O	mL	cmH2O	mL	cmH2O	cmH2O	mL	cmH2O	mL	cmH2O	cmH2O	mL	cmH2O
    																			
3.1055	0.19921	30.401	0.39625	0.23229	0.92541	29.411	29.395	0.73138	29.26	0.92733	30.209	30.228	0.73225	30.171	0.92832	30.292	30.298	0.73458	30.255
3.1094	0.19922	30.4	0.39626	0.23228	0.92736	29.401	29.389	0.73337	29.254	0.92785	30.211	30.233	0.73273	30.175	0.92855	30.246	30.26	0.73508	30.211
3.1133	0.19928	30.396	0.39627	0.23023	0.92929	29.398	29.39	0.73529	29.256	0.92828	30.198	30.214	0.73321	30.161	0.92875	30.208	30.228	0.7355	30.18
3.1172	0.19933	30.385	0.39629	0.22744	0.93114	29.395	29.392	0.73713	29.256	0.92866	30.177	30.184	0.7337	30.139	0.92894	30.184	30.199	0.73581	30.163
3.1211	0.19935	30.374	0.39636	0.22484	0.93297	29.391	29.39	0.73896	29.253	0.92906	30.155	30.161	0.73421	30.116	0.92916	30.175	30.182	0.73606	30.155
3.125	0.19934	30.368	0.39643	0.22407	0.93483	29.392	29.392	0.74077	29.256	0.92948	30.137	30.146	0.73472	30.099	0.92947	30.175	30.185	0.73633	30.153
3.1289	0.19932	30.367	0.39645	0.22666	0.93674	29.407	29.405	0.74255	29.273	0.92993	30.125	30.137	0.73521	30.088	0.92986	30.181	30.201	0.73666	30.155
3.1328	0.19927	30.364	0.39639	0.2306	0.9387	29.435	29.425	0.74431	29.302	0.93042	30.122	30.134	0.73568	30.084	0.93032	30.19	30.216	0.73703	30.16
3.1367	0.19924	30.357	0.39632	0.23114	0.94069	29.466	29.447	0.74607	29.332	0.931	30.127	30.139	0.73621	30.083	0.93086	30.205	30.229	0.73744	30.175
3.1406	0.19926	30.35	0.39633	0.22712	0.94268	29.494	29.472	0.74785	29.359	0.93171	30.134	30.145	0.73684	30.083	0.93143	30.23	30.246	0.73782	30.204
3.1445	0.1993	30.342	0.39638	0.22247	0.94465	29.518	29.499	0.74963	29.382	0.93245	30.132	30.138	0.73756	30.076	0.93196	30.259	30.268	0.73813	30.236
3.1484	0.19932	30.335	0.39643	0.22233	0.94664	29.538	29.524	0.75146	29.398	0.93314	30.117	30.117	0.73832	30.059	0.93243	30.283	30.293	0.73841	30.261
3.1523	0.19932	30.333	0.39647	0.22571	0.9486	29.55	29.539	0.75331	29.411	0.93381	30.094	30.094	0.73911	30.033	0.93293	30.307	30.316	0.73872	30.282
3.1563	0.1993	30.334	0.39648	0.22866	0.95049	29.559	29.548	0.75512	29.424	0.9345	30.069	30.078	0.73993	30.006	0.93348	30.334	30.342	0.73906	30.309
3.1602	0.19925	30.334	0.39645	0.23102	0.95231	29.566	29.557	0.75686	29.435	0.93521	30.046	30.066	0.74076	29.984	0.93403	30.364	30.37	0.73939	30.341
3.1641	0.19921	30.331	0.39643	0.23444	0.95407	29.568	29.561	0.75858	29.434	0.93595	30.032	30.056	0.74156	29.974	0.9345	30.387	30.391	0.73968	30.366
3.168	0.1992	30.323	0.39645	0.23759	0.95583	29.555	29.552	0.76038	29.417	0.93672	30.033	30.054	0.74229	29.978	0.93484	30.394	30.399	0.73995	30.374
3.1719	0.19923	30.314	0.39651	0.23675	0.95755	29.532	29.533	0.76222	29.397	0.93755	30.046	30.062	0.743	29.991	0.93512	30.388	30.398	0.74023	30.366
3.1758	0.19926	30.31	0.39658	0.23315	0.95918	29.512	29.518	0.76395	29.388	0.93843	30.064	30.073	0.74374	30.009	0.93538	30.38	30.393	0.74051	30.359
3.1797	0.19929	30.309	0.39661	0.2305	0.96075	29.509	29.519	0.76552	29.394	0.9393	30.083	30.082	0.74445	30.031	0.93565	30.375	30.385	0.74078	30.355
3.1836	0.19928	30.308	0.3966	0.22976	0.96236	29.525	29.529	0.76699	29.413	0.9401	30.101	30.095	0.74511	30.052	0.93593	30.374	30.384	0.74104	30.357
3.1875	0.19926	30.304	0.39654	0.22835	0.96402	29.551	29.546	0.76845	29.439	0.94088	30.117	30.115	0.74575	30.068	0.9362	30.382	30.396	0.74123	30.372
3.1914	0.19923	30.297	0.39648	0.22469	0.96572	29.578	29.568	0.76995	29.462	0.94164	30.128	30.137	0.7464	30.079	0.93644	30.403	30.421	0.7413	30.4
3.1953	0.1992	30.289	0.39646	0.22187	0.96742	29.597	29.592	0.77149	29.476	0.94238	30.139	30.157	0.74705	30.091	0.93664	30.429	30.446	0.7413	30.428
3.1992	0.19917	30.284	0.39652	0.22211	0.96915	29.603	29.605	0.77315	29.474	0.94316	30.157	30.176	0.74767	30.112	0.93682	30.447	30.459	0.74134	30.44
3.2031	0.19916	30.283	0.39664	0.22396	0.97087	29.592	29.599	0.77492	29.459	0.94395	30.186	30.202	0.74825	30.142	0.93702	30.45	30.456	0.74148	30.437
3.207	0.19919	30.281	0.39672	0.22538	0.9725	29.569	29.578	0.77667	29.438	0.94475	30.217	30.233	0.74881	30.172	0.93721	30.443	30.446	0.74169	30.427
3.2109	0.19926	30.278	0.39674	0.22599	0.97408	29.545	29.556	0.77837	29.414	0.94555	30.239	30.259	0.74944	30.19	0.93738	30.433	30.437	0.7419	30.418
3.2148	0.19932	30.273	0.39674	0.22749	0.97572	29.524	29.535	0.78011	29.39	0.94632	30.251	30.273	0.7501	30.201	0.93753	30.423	30.429	0.74207	30.412
3.2188	0.19931	30.266	0.39672	0.22996	0.97744	29.509	29.512	0.7819	29.375	0.94705	30.257	30.275	0.75076	30.206	0.93764	30.416	30.42	0.7422	30.406
3.2227	0.19926	30.264	0.39665	0.23136	0.97916	29.501	29.493	0.78365	29.372	0.94774	30.254	30.27	0.75144	30.203	0.93775	30.408	30.416	0.74233	30.399
3.2266	0.19921	30.265	0.39658	0.23099	0.98086	29.501	29.488	0.78531	29.376	0.94837	30.245	30.263	0.7521	30.199	0.93787	30.401	30.413	0.74246	30.391
3.2305	0.19919	30.266	0.39659	0.22982	0.98254	29.506	29.494	0.78693	29.384	0.94896	30.245	30.263	0.75266	30.208	0.93797	30.388	30.401	0.74261	30.375
3.2344	0.19921	30.263	0.39666	0.22824	0.98422	29.514	29.504	0.78853	29.394	0.94951	30.261	30.279	0.75307	30.234	0.93803	30.361	30.371	0.74282	30.343
3.2383	0.19923	30.259	0.39674	0.22622	0.98589	29.524	29.514	0.7901	29.406	0.95002	30.287	30.307	0.75339	30.262	0.93808	30.323	30.331	0.74309	30.3
3.2422	0.19922	30.253	0.39675	0.22412	0.98758	29.541	29.528	0.79165	29.423	0.95051	30.306	30.326	0.75372	30.277	0.93816	30.279	30.289	0.74342	30.253
3.2461	0.19922	30.245	0.39673	0.2225	0.98931	29.563	29.553	0.79321	29.445	0.95098	30.309	30.323	0.75414	30.275	0.93827	30.234	30.25	0.74379	30.206
3.25	0.19923	30.236	0.39674	0.22367	0.99107	29.59	29.584	0.79476	29.471	0.95144	30.299	30.307	0.75463	30.262	0.9384	30.191	30.211	0.74417	30.163
3.2539	0.19926	30.23	0.39678	0.22647	0.99286	29.618	29.615	0.79634	29.497	0.95188	30.285	30.29	0.75513	30.249	0.93857	30.157	30.178	0.74453	30.132
3.2578	0.19927	30.226	0.39679	0.22778	0.99467	29.643	29.647	0.79795	29.52	0.95227	30.268	30.274	0.7556	30.234	0.93878	30.139	30.158	0.74483	30.118
3.2617	0.19928	30.225	0.39678	0.22754	0.99646	29.665	29.677	0.79958	29.543	0.95262	30.249	30.26	0.75604	30.217	0.93901	30.132	30.15	0.74507	30.114
3.2656	0.19935	30.225	0.39679	0.22855	0.99819	29.68	29.694	0.80117	29.559	0.95295	30.233	30.25	0.75644	30.205	0.93927	30.132	30.142	0.7453	30.114
3.2695	0.1994	30.224	0.39679	0.23151	0.99983	29.684	29.693	0.80276	29.565	0.95327	30.224	30.246	0.75679	30.197	0.93958	30.135	30.138	0.74555	30.116
3.2734	0.19941	30.22	0.39682	0.23371	1.00138	29.678	29.683	0.80432	29.562	0.95361	30.215	30.241	0.75716	30.184	0.93993	30.143	30.146	0.74582	30.122
3.2773	0.19946	30.212	0.39686	0.23292	1.00278	29.66	29.668	0.8058	29.552	0.95397	30.195	30.222	0.75761	30.158	0.94033	30.156	30.165	0.74611	30.132
3.2813	0.19954	30.206	0.39687	0.23147	1.00399	29.627	29.639	0.8072	29.522	0.95434	30.164	30.186	0.75816	30.121	0.94079	30.172	30.186	0.74644	30.146
3.2852	0.19958	30.202	0.39684	0.23128	1.00503	29.571	29.584	0.80857	29.468	0.95474	30.128	30.147	0.75876	30.081	0.9413	30.193	30.206	0.74678	30.169
3.2891	0.19951	30.202	0.39683	0.23057	1.00596	29.504	29.511	0.8099	29.407	0.95519	30.096	30.115	0.7594	30.048	0.94182	30.224	30.233	0.74707	30.205
3.293	0.19939	30.201	0.39686	0.22863	1.00684	29.445	29.446	0.81113	29.357	0.95569	30.07	30.086	0.76003	30.022	0.94232	30.261	30.27	0.74729	30.245
3.2969	0.1993	30.198	0.39691	0.22666	1.00773	29.408	29.403	0.81224	29.328	0.95623	30.051	30.062	0.76066	30.003	0.94278	30.296	30.307	0.7475	30.278
3.3008	0.1993	30.199	0.39698	0.22554	1.00866	29.394	29.389	0.81323	29.32	0.95684	30.041	30.051	0.7613	29.993	0.94326	30.324	30.335	0.74776	30.304
3.3047	0.19939	30.2	0.39706	0.2264	1.00973	29.404	29.401	0.8142	29.33	0.95752	30.045	30.054	0.76193	29.998	0.94372	30.348	30.357	0.74804	30.326
3.3086	0.19945	30.195	0.39709	0.22808	1.01095	29.434	29.428	0.8152	29.355	0.95826	30.059	30.066	0.76254	30.011	0.94418	30.367	30.376	0.74835	30.34
3.3125	0.19944	30.184	0.39707	0.22858	1.01231	29.471	29.458	0.8163	29.38	0.95905	30.078	30.08	0.76318	30.03	0.94465	30.374	30.389	0.74873	30.344
3.3164	0.19941	30.173	0.39704	0.22859	1.01381	29.498	29.479	0.81758	29.393	0.95984	30.099	30.101	0.7638	30.053	0.9451	30.374	30.395	0.74916	30.343
3.3203	0.19941	30.168	0.39702	0.2285	1.0154	29.513	29.494	0.81905	29.398	0.96058	30.119	30.129	0.76438	30.074	0.94553	30.376	30.402	0.74953	30.353
3.3242	0.19943	30.165	0.39702	0.2278	1.01706	29.525	29.511	0.8206	29.404	0.96129	30.133	30.153	0.76497	30.088	0.9459	30.393	30.419	0.74977	30.38
3.3281	0.19947	30.164	0.39703	0.22712	1.01884	29.543	29.537	0.82224	29.415	0.96199	30.143	30.164	0.76558	30.098	0.9462	30.419	30.443	0.74986	30.415
3.332	0.19948	30.163	0.39703	0.22859	1.02076	29.568	29.573	0.82396	29.437	0.9627	30.156	30.17	0.76617	30.113	0.94639	30.443	30.462	0.74987	30.443
3.3359	0.19942	30.161	0.39701	0.22994	1.02273	29.599	29.613	0.8257	29.47	0.96341	30.176	30.186	0.76672	30.135	0.94647	30.455	30.461	0.74984	30.456
3.3398	0.19935	30.158	0.397	0.22724	1.02469	29.638	29.65	0.82738	29.514	0.96411	30.197	30.212	0.76725	30.159	0.94649	30.452	30.446	0.74985	30.447
3.3438	0.19935	30.155	0.39702	0.22442	1.02661	29.684	29.685	0.82897	29.562	0.96475	30.214	30.231	0.76775	30.178	0.94654	30.436	30.429	0.74997	30.424
3.3477	0.19938	30.151	0.39704	0.2252	1.02851	29.724	29.716	0.83058	29.6	0.96532	30.227	30.24	0.7682	30.194	0.9466	30.412	30.414	0.75016	30.399
3.3516	0.19934	30.147	0.39705	0.22777	1.03035	29.748	29.738	0.83223	29.623	0.96586	30.239	30.247	0.76863	30.205	0.94666	30.391	30.4	0.75032	30.38
3.3555	0.19931	30.144	0.39703	0.22873	1.03209	29.76	29.752	0.83387	29.639	0.96639	30.244	30.253	0.76909	30.207	0.94673	30.377	30.394	0.75044	30.37
3.3594	0.19935	30.14	0.397	0.22772	1.03373	29.77	29.767	0.83541	29.658	0.96692	30.239	30.251	0.76963	30.197	0.9468	30.372	30.394	0.75052	30.367
3.3633	0.19941	30.136	0.397	0.22635	1.03529	29.787	29.791	0.83682	29.682	0.96747	30.23	30.242	0.77021	30.19	0.94685	30.367	30.391	0.75057	30.361
3.3672	0.19943	30.13	0.39701	0.22454	1.03682	29.811	29.817	0.83817	29.708	0.96802	30.234	30.243	0.7707	30.202	0.94689	30.352	30.374	0.75068	30.342
3.3711	0.1994	30.125	0.39704	0.22099	1.03839	29.836	29.838	0.83954	29.731	0.96855	30.258	30.265	0.77105	30.235	0.94692	30.326	30.343	0.75085	30.31
3.375	0.19939	30.122	0.39708	0.2189	1.03997	29.858	29.859	0.84095	29.751	0.96908	30.295	30.298	0.77131	30.277	0.94695	30.29	30.305	0.75108	30.269
3.3789	0.1994	30.117	0.39711	0.22151	1.04153	29.874	29.876	0.84238	29.764	0.96959	30.332	30.328	0.77154	30.311	0.947	30.246	30.26	0.75138	30.221
3.3828	0.1994	30.11	0.39711	0.22652	1.04306	29.879	29.881	0.84384	29.768	0.97008	30.35	30.346	0.77188	30.318	0.94711	30.203	30.212	0.75174	30.175
3.3867	0.19939	30.106	0.3971	0.22856	1.04454	29.876	29.875	0.84531	29.769	0.97057	30.344	30.353	0.77238	30.304	0.9473	30.168	30.172	0.75213	30.14
3.3906	0.19941	30.106	0.39708	0.22641	1.04595	29.877	29.871	0.84668	29.777	0.97106	30.327	30.35	0.77295	30.286	0.94755	30.147	30.149	0.75249	30.12
3.3945	0.19944	30.11	0.39708	0.22334	1.0473	29.887	29.882	0.84794	29.792	0.97148	30.308	30.338	0.77347	30.273	0.94785	30.136	30.142	0.75282	30.112
3.3984	0.19948	30.113	0.39713	0.22316	1.04862	29.894	29.896	0.84918	29.798	0.97184	30.294	30.326	0.77388	30.266	0.94816	30.131	30.139	0.75313	30.108
3.4023	0.19953	30.114	0.39719	0.2253	1.04991	29.888	29.891	0.85048	29.785	0.97216	30.29	30.323	0.7742	30.268	0.94847	30.131	30.136	0.75341	30.11
3.4063	0.1996	30.11	0.39719	0.22747	1.05118	29.865	29.866	0.85188	29.761	0.97247	30.293	30.321	0.77445	30.276	0.94883	30.14	30.139	0.75368	30.119
3.4102	0.19964	30.103	0.39717	0.22902	1.05239	29.839	29.841	0.85322	29.743	0.97272	30.295	30.312	0.77467	30.275	0.94926	30.158	30.152	0.75397	30.134
3.4141	0.19961	30.094	0.39718	0.22983	1.05354	29.828	29.83	0.85441	29.742	0.97299	30.285	30.292	0.77497	30.254	0.94975	30.176	30.172	0.75431	30.149
3.418	0.19955	30.09	0.39723	0.23094	1.0547	29.837	29.835	0.85548	29.757	0.97338	30.261	30.269	0.77548	30.216	0.95025	30.192	30.196	0.75467	30.168
3.4219	0.19954	30.092	0.39731	0.23177	1.0559	29.859	29.855	0.85651	29.781	0.97388	30.229	30.245	0.77616	30.177	0.95069	30.211	30.225	0.75496	30.192
3.4258	0.1996	30.094	0.39735	0.23144	1.05712	29.883	29.883	0.85754	29.803	0.97438	30.195	30.217	0.77685	30.146	0.95107	30.233	30.256	0.75517	30.216
3.4297	0.19964	30.09	0.39734	0.22969	1.05833	29.9	29.903	0.85861	29.815	0.97484	30.167	30.181	0.77746	30.123	0.95145	30.252	30.282	0.75539	30.234
3.4336	0.19965	30.083	0.39732	0.22692	1.05957	29.904	29.904	0.85979	29.809	0.97529	30.145	30.15	0.77802	30.104	0.95182	30.265	30.292	0.75565	30.246
3.4375	0.19963	30.079	0.39731	0.22404	1.06087	29.893	29.886	0.86113	29.787	0.97578	30.132	30.133	0.77857	30.089	0.95216	30.271	30.29	0.75591	30.251
3.4414	0.19961	30.079	0.39734	0.2231	1.06224	29.873	29.863	0.86261	29.76	0.97634	30.125	30.132	0.77914	30.081	0.95247	30.273	30.286	0.75618	30.253
3.4453	0.19959	30.081	0.39737	0.22502	1.06362	29.848	29.844	0.86411	29.737	0.97695	30.122	30.136	0.77974	30.078	0.95272	30.267	30.277	0.75644	30.25
3.4492	0.19958	30.081	0.39739	0.22866	1.06492	29.822	29.824	0.86556	29.716	0.97757	30.125	30.145	0.78031	30.084	0.95284	30.248	30.258	0.75665	30.235
3.4531	0.19964	30.083	0.39737	0.23062	1.06615	29.799	29.803	0.8669	29.699	0.9782	30.138	30.159	0.78083	30.101	0.95284	30.224	30.235	0.75678	30.217
3.457	0.19973	30.089	0.39735	0.22959	1.06738	29.785	29.791	0.8682	29.688	0.97881	30.155	30.172	0.78129	30.12	0.95284	30.212	30.224	0.75682	30.211
3.4609	0.19977	30.094	0.39739	0.22748	1.06866	29.779	29.785	0.86948	29.683	0.97938	30.17	30.179	0.78174	30.135	0.95294	30.223	30.235	0.75682	30.223
3.4648	0.19973	30.096	0.39749	0.22666	1.06992	29.775	29.778	0.87074	29.682	0.97997	30.184	30.187	0.7822	30.15	0.95314	30.251	30.263	0.75681	30.25
3.4688	0.19969	30.098	0.39754	0.22682	1.07112	29.769	29.765	0.87195	29.678	0.98055	30.203	30.205	0.78263	30.171	0.95342	30.284	30.293	0.75685	30.279
3.4727	0.19972	30.101	0.39751	0.22734	1.07229	29.763	29.755	0.87313	29.674	0.98113	30.225	30.225	0.78304	30.194	0.95372	30.309	30.316	0.75694	30.3
3.4766	0.19979	30.106	0.39744	0.2301	1.07349	29.764	29.757	0.87429	29.675	0.98168	30.242	30.242	0.78344	30.211	0.95395	30.319	30.33	0.75709	30.306
3.4805	0.19985	30.111	0.3974	0.23209	1.07476	29.774	29.768	0.87546	29.686	0.9822	30.254	30.258	0.78386	30.222	0.95415	30.315	30.338	0.75728	30.3
3.4844	0.19992	30.117	0.3974	0.23082	1.07607	29.791	29.784	0.87663	29.704	0.98272	30.264	30.278	0.78428	30.233	0.95436	30.31	30.336	0.75749	30.296
3.4883	0.2	30.128	0.39743	0.22804	1.07737	29.811	29.803	0.87777	29.725	0.98322	30.273	30.298	0.78469	30.241	0.95459	30.316	30.335	0.75765	30.306
3.4922	0.2001	30.146	0.39746	0.22615	1.07869	29.834	29.826	0.87891	29.746	0.98373	30.278	30.303	0.78514	30.242	0.95484	30.333	30.342	0.75776	30.324
3.4961	0.20019	30.163	0.3975	0.22638	1.08008	29.86	29.854	0.88009	29.768	0.98426	30.275	30.292	0.78565	30.236	0.95508	30.347	30.356	0.75787	30.336
3.5	0.20027	30.175	0.39755	0.22964	1.08152	29.884	29.88	0.88135	29.786	0.98478	30.269	30.282	0.78618	30.233	0.95531	30.351	30.366	0.75805	30.337
3.5039	0.20038	30.185	0.39759	0.23279	1.083	29.902	29.9	0.88269	29.801	0.98528	30.274	30.29	0.78662	30.246	0.95554	30.348	30.368	0.75827	30.329
3.5078	0.20053	30.197	0.39758	0.23301	1.08451	29.925	29.923	0.88402	29.829	0.98574	30.294	30.312	0.78691	30.275	0.95577	30.338	30.359	0.75853	30.316
3.5117	0.20071	30.212	0.39758	0.23118	1.08597	29.959	29.956	0.88523	29.87	0.98618	30.324	30.34	0.78713	30.307	0.95599	30.318	30.338	0.75885	30.291
3.5156	0.20089	30.226	0.39763	0.22881	1.08735	29.991	29.988	0.88636	29.903	0.9866	30.349	30.367	0.78736	30.33	0.95618	30.283	30.304	0.75924	30.252
3.5195	0.20105	30.237	0.39769	0.22673	1.08866	30.003	30.001	0.88757	29.907	0.98697	30.361	30.387	0.78761	30.339	0.95637	30.242	30.259	0.75966	30.213
3.5234	0.20115	30.245	0.39773	0.22457	1.08992	29.99	29.987	0.88888	29.891	0.9873	30.358	30.385	0.78794	30.331	0.95654	30.209	30.216	0.76001	30.184
3.5273	0.20122	30.251	0.39771	0.22243	1.09112	29.971	29.967	0.89017	29.879	0.98764	30.345	30.365	0.78833	30.315	0.95672	30.186	30.187	0.76032	30.162
3.5313	0.20128	30.253	0.39765	0.22211	1.09222	29.96	29.959	0.89131	29.88	0.98799	30.334	30.344	0.78872	30.307	0.95695	30.165	30.171	0.76065	30.139
3.5352	0.2013	30.252	0.39758	0.22433	1.09325	29.963	29.966	0.89229	29.892	0.98833	30.33	30.336	0.78905	30.309	0.95721	30.146	30.159	0.761	30.122
3.5391	0.20129	30.25	0.39756	0.22693	1.09424	29.974	29.982	0.89318	29.907	0.9886	30.329	30.339	0.7893	30.31	0.95748	30.14	30.158	0.76128	30.121
3.543	0.20127	30.247	0.39759	0.22876	1.09522	29.986	29.998	0.89405	29.918	0.98886	30.326	30.342	0.78955	30.304	0.95781	30.151	30.17	0.7615	30.135
3.5469	0.20129	30.244	0.39765	0.23047	1.09622	29.994	30.005	0.89497	29.92	0.98918	30.32	30.338	0.78987	30.293	0.9582	30.173	30.186	0.76172	30.153
3.5508	0.20133	30.241	0.39771	0.23289	1.09721	29.986	29.994	0.89598	29.906	0.98953	30.306	30.327	0.79028	30.273	0.95866	30.193	30.202	0.76202	30.168
3.5547	0.20139	30.24	0.39775	0.23352	1.0982	29.963	29.963	0.89709	29.876	0.98984	30.278	30.302	0.79075	30.241	0.95915	30.208	30.222	0.76238	30.182
3.5586	0.20143	30.24	0.39778	0.23117	1.09922	29.932	29.926	0.89828	29.84	0.99011	30.237	30.262	0.79126	30.198	0.95962	30.226	30.248	0.76271	30.204
3.5625	0.20145	30.24	0.39779	0.22814	1.10028	29.903	29.897	0.8995	29.811	0.99035	30.189	30.21	0.79177	30.151	0.96007	30.251	30.277	0.76296	30.232
3.5664	0.20144	30.237	0.39778	0.22642	1.10137	29.878	29.873	0.90071	29.786	0.99059	30.143	30.16	0.79227	30.108	0.96053	30.28	30.3	0.7632	30.262
3.5703	0.20139	30.23	0.39775	0.22518	1.10247	29.855	29.848	0.90193	29.764	0.99083	30.109	30.124	0.79271	30.077	0.96101	30.311	30.321	0.76346	30.291
3.5742	0.20133	30.224	0.39774	0.22349	1.10359	29.839	29.828	0.90313	29.751	0.99112	30.087	30.104	0.79311	30.057	0.96148	30.337	30.342	0.76373	30.315
3.5781	0.20132	30.221	0.39777	0.22292	1.1047	29.834	29.822	0.90424	29.752	0.99149	30.078	30.095	0.79351	30.047	0.96191	30.352	30.361	0.76402	30.33
3.582	0.20135	30.224	0.39783	0.22388	1.10583	29.839	29.829	0.90531	29.757	0.99193	30.078	30.093	0.79392	30.047	0.96226	30.355	30.368	0.76432	30.333
3.5859	0.20138	30.224	0.39787	0.22512	1.10701	29.845	29.84	0.90642	29.76	0.99245	30.089	30.102	0.79434	30.056	0.96253	30.346	30.361	0.76462	30.325
3.5898	0.20135	30.222	0.39786	0.22572	1.10822	29.851	29.852	0.90756	29.764	0.99303	30.106	30.118	0.79478	30.071	0.96277	30.336	30.354	0.76489	30.317
3.5938	0.20129	30.219	0.39784	0.22538	1.10946	29.862	29.866	0.9087	29.777	0.99367	30.126	30.134	0.79526	30.089	0.96306	30.339	30.361	0.76513	30.323
3.5977	0.20127	30.217	0.39783	0.22341	1.11073	29.88	29.882	0.90982	29.795	0.99434	30.146	30.146	0.79576	30.108	0.96338	30.357	30.381	0.76531	30.347
3.6016	0.20131	30.214	0.39784	0.21953	1.11198	29.895	29.897	0.91094	29.811	0.99498	30.164	30.164	0.79625	30.128	0.9637	30.387	30.407	0.7654	30.383
3.6055	0.20141	30.21	0.39783	0.21647	1.1132	29.907	29.91	0.91205	29.825	0.99562	30.186	30.19	0.79672	30.153	0.96397	30.421	30.433	0.76542	30.419
3.6094	0.2015	30.205	0.39781	0.21691	1.11438	29.921	29.926	0.91312	29.841	0.99623	30.211	30.216	0.79714	30.18	0.96421	30.449	30.456	0.76545	30.444
3.6133	0.20156	30.201	0.3978	0.22054	1.11554	29.937	29.943	0.91414	29.859	0.99682	30.235	30.237	0.79754	30.203	0.96445	30.463	30.47	0.76556	30.453
3.6172	0.20159	30.198	0.39783	0.22507	1.11668	29.95	29.953	0.91517	29.87	0.99744	30.256	30.258	0.79799	30.221	0.96467	30.468	30.476	0.76572	30.455
3.6211	0.20164	30.196	0.39785	0.22829	1.11782	29.955	29.955	0.91624	29.876	0.99804	30.273	30.281	0.79846	30.241	0.96492	30.474	30.485	0.7659	30.46
3.625	0.20168	30.195	0.39785	0.22899	1.11891	29.959	29.958	0.91727	29.885	0.99853	30.283	30.295	0.79885	30.255	0.96526	30.491	30.506	0.7661	30.474
3.6289	0.20173	30.194	0.39788	0.22696	1.11995	29.97	29.972	0.91821	29.9	0.99887	30.279	30.29	0.79918	30.253	0.96571	30.518	30.532	0.76634	30.499
3.6328	0.20177	30.189	0.39792	0.22471	1.12102	29.988	29.991	0.91913	29.916	0.99915	30.265	30.272	0.79952	30.237	0.96619	30.546	30.553	0.7666	30.525
3.6367	0.20178	30.182	0.39795	0.22415	1.12214	30.005	30.007	0.92011	29.927	0.99949	30.253	30.263	0.79991	30.225	0.9666	30.561	30.566	0.76689	30.539
3.6406	0.20174	30.179	0.39794	0.22556	1.12332	30.017	30.015	0.92118	29.934	0.99989	30.254	30.269	0.80027	30.232	0.96691	30.558	30.57	0.76719	30.535
3.6445	0.20171	30.179	0.3979	0.22662	1.12452	30.026	30.021	0.92229	29.943	1.00026	30.27	30.28	0.8005	30.256	0.96709	30.535	30.559	0.76749	30.511
3.6484	0.20173	30.178	0.39788	0.2258	1.1257	30.038	30.031	0.92337	29.961	1.00061	30.296	30.296	0.80066	30.283	0.96715	30.492	30.524	0.7678	30.469
3.6523	0.20176	30.179	0.39786	0.22399	1.12682	30.057	30.05	0.92433	29.988	1.00096	30.318	30.319	0.80083	30.301	0.96714	30.437	30.47	0.76811	30.412
3.6563	0.20176	30.182	0.39781	0.22262	1.12791	30.085	30.08	0.9252	30.02	1.00131	30.326	30.336	0.8011	30.302	0.96717	30.382	30.412	0.76846	30.356
3.6602	0.20176	30.183	0.39777	0.2219	1.129	30.117	30.119	0.92606	30.049	1.00163	30.314	30.334	0.80146	30.288	0.96725	30.336	30.359	0.76881	30.31
3.6641	0.20178	30.18	0.39776	0.2198	1.13012	30.141	30.148	0.927	30.066	1.00188	30.296	30.32	0.8018	30.275	0.96732	30.294	30.309	0.76912	30.273
3.668	0.20179	30.174	0.39781	0.21764	1.13123	30.145	30.155	0.92804	30.065	1.00211	30.29	30.309	0.80204	30.274	0.96736	30.257	30.261	0.76937	30.241
