Experiment
----------
Name:	15-12-11 Magra OVA eosinofilica Bude 3
File name:	C:\Users\Wothan\Documents\My flexiVent data\15-12-11 Magra OVA eosinofilica Bude 3.exp
Operator:	Cida
Comment:	Default template provided for mouse experiments.
 
Subjects
--------
 Subject  Name 	Weight	Gender	Strain	Group	Comment
 Magra  OVA  eosinofilica  Bude  3 	 24  g 	female	Balbi		
 
Perturbation:	TLC
 
 
Data
----
 
 Event  ID  -> 	5	5	6	6	12	12	12	12	12	16	16	16	16	16	17	17	17	17	17
    	 12/11/2015  10:57:22  AM 	 12/11/2015  10:57:22  AM 	 12/11/2015  10:57:38  AM 	 12/11/2015  10:57:38  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:13  AM 	 12/11/2015  11:22:13  AM 	 12/11/2015  11:22:13  AM 	 12/11/2015  11:22:13  AM 	 12/11/2015  11:22:13  AM 
    	 Closed  tube  cal. 	 Closed  tube  cal. 	 Open  tube  cal. 	 Open  tube  cal. 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 
Time	Vol	Pcyl	Vol	Pcyl	Vol	Pcyl	Pao	Vtr	Ptr	Vol	Pcyl	Pao	Vtr	Ptr	Vol	Pcyl	Pao	Vtr	Ptr
s	mL	cmH2O	mL	cmH2O	mL	cmH2O	cmH2O	mL	cmH2O	mL	cmH2O	cmH2O	mL	cmH2O	mL	cmH2O	cmH2O	mL	cmH2O
    																			
1.4609	0.08849	15.536	0.17413	0.29128	0.35192	15.938	15.926	0.25521	15.9	0.43278	15.798	15.796	0.3412	15.752	0.50907	15.981	15.977	0.41825	15.941
1.4648	0.08865	15.551	0.17489	0.29087	0.35248	15.944	15.934	0.25571	15.906	0.43364	15.839	15.838	0.34177	15.796	0.50978	16.004	16.005	0.4188	15.961
1.4688	0.08882	15.57	0.17566	0.28851	0.35301	15.945	15.939	0.25622	15.909	0.43448	15.883	15.886	0.34231	15.841	0.5105	16.022	16.025	0.41938	15.977
1.4727	0.08893	15.593	0.17636	0.28245	0.35351	15.952	15.949	0.25667	15.922	0.43532	15.923	15.931	0.34288	15.877	0.51124	16.041	16.044	0.41999	15.996
1.4766	0.08897	15.619	0.17699	0.27525	0.35401	15.972	15.968	0.25701	15.946	0.43618	15.955	15.963	0.34351	15.906	0.51199	16.063	16.067	0.42057	16.019
1.4805	0.08906	15.646	0.17762	0.27227	0.35456	16.001	15.994	0.25736	15.973	0.43708	15.99	15.993	0.34417	15.943	0.51277	16.09	16.091	0.42116	16.044
1.4844	0.08924	15.682	0.17828	0.27357	0.35515	16.031	16.022	0.25775	16.001	0.438	16.037	16.035	0.34477	15.997	0.5136	16.121	16.119	0.42178	16.073
1.4883	0.08951	15.727	0.17893	0.27206	0.35577	16.062	16.054	0.25815	16.03	0.43886	16.095	16.092	0.34524	16.063	0.51449	16.159	16.158	0.4224	16.112
1.4922	0.08984	15.776	0.17955	0.26598	0.35643	16.093	16.09	0.25859	16.059	0.43964	16.156	16.151	0.3456	16.13	0.51541	16.204	16.208	0.42301	16.156
1.4961	0.0902	15.824	0.18011	0.26126	0.35712	16.124	16.125	0.25906	16.087	0.44042	16.221	16.213	0.34594	16.196	0.51637	16.249	16.258	0.42366	16.2
1.5	0.09052	15.872	0.18065	0.26042	0.35779	16.149	16.149	0.25956	16.111	0.44122	16.291	16.284	0.34627	16.268	0.51732	16.293	16.3	0.42431	16.247
1.5039	0.0907	15.923	0.18115	0.25936	0.35843	16.167	16.162	0.26006	16.129	0.44199	16.363	16.36	0.34656	16.342	0.51821	16.339	16.338	0.42489	16.297
1.5078	0.09082	15.979	0.18157	0.25523	0.35906	16.182	16.174	0.26057	16.141	0.4427	16.427	16.428	0.34684	16.403	0.51909	16.391	16.384	0.42541	16.351
1.5117	0.09113	16.039	0.18198	0.2517	0.35969	16.19	16.184	0.26113	16.145	0.4434	16.476	16.481	0.34721	16.443	0.51996	16.443	16.439	0.42593	16.404
1.5156	0.09167	16.106	0.1824	0.25181	0.36033	16.187	16.183	0.26178	16.136	0.44413	16.51	16.522	0.34769	16.47	0.52078	16.489	16.49	0.42643	16.453
1.5195	0.09228	16.18	0.1828	0.25249	0.36096	16.175	16.172	0.26247	16.127	0.44487	16.534	16.55	0.34826	16.489	0.52148	16.526	16.528	0.42688	16.492
1.5234	0.09286	16.262	0.18313	0.25067	0.36155	16.173	16.169	0.26306	16.134	0.44559	16.55	16.56	0.34887	16.503	0.52209	16.551	16.556	0.42731	16.517
1.5273	0.0934	16.344	0.18342	0.24768	0.36213	16.192	16.189	0.26349	16.164	0.44627	16.554	16.556	0.3495	16.508	0.52269	16.569	16.579	0.42778	16.531
1.5313	0.0939	16.421	0.1837	0.24528	0.36274	16.235	16.231	0.26381	16.211	0.44684	16.55	16.551	0.35008	16.51	0.52329	16.577	16.591	0.4283	16.538
1.5352	0.09438	16.494	0.18392	0.2423	0.36344	16.293	16.285	0.26412	16.268	0.44736	16.552	16.556	0.35058	16.514	0.52386	16.584	16.594	0.42881	16.548
1.5391	0.09481	16.567	0.18409	0.23862	0.36426	16.364	16.351	0.26446	16.339	0.44793	16.56	16.565	0.35107	16.515	0.52442	16.598	16.602	0.42926	16.565
1.543	0.09518	16.637	0.18428	0.23843	0.36513	16.447	16.428	0.26478	16.422	0.44859	16.55	16.551	0.35178	16.482	0.52503	16.626	16.626	0.42968	16.594
1.5469	0.09558	16.702	0.18452	0.24352	0.36601	16.53	16.508	0.2651	16.502	0.44931	16.491	16.486	0.35287	16.398	0.52571	16.663	16.661	0.4301	16.63
1.5508	0.09609	16.764	0.18478	0.2485	0.36688	16.598	16.575	0.26551	16.563	0.45005	16.394	16.391	0.35422	16.295	0.52641	16.7	16.699	0.43054	16.666
1.5547	0.09665	16.828	0.18503	0.24728	0.36771	16.643	16.62	0.26603	16.601	0.4508	16.314	16.316	0.35547	16.232	0.52711	16.734	16.738	0.431	16.698
1.5586	0.09719	16.892	0.18528	0.2429	0.36848	16.668	16.651	0.26662	16.623	0.45155	16.286	16.288	0.35638	16.229	0.52785	16.769	16.777	0.43149	16.732
1.5625	0.09761	16.946	0.18558	0.2416	0.36918	16.681	16.67	0.26722	16.635	0.45231	16.308	16.306	0.35699	16.267	0.52864	16.811	16.817	0.43199	16.774
1.5664	0.09788	16.99	0.18586	0.24453	0.36985	16.687	16.677	0.26784	16.64	0.45316	16.364	16.362	0.35746	16.328	0.5295	16.865	16.864	0.43249	16.828
1.5703	0.09804	17.027	0.18608	0.24848	0.37049	16.689	16.677	0.26845	16.646	0.45419	16.445	16.444	0.35794	16.403	0.53042	16.93	16.925	0.43298	16.894
1.5742	0.09823	17.064	0.1863	0.2523	0.37109	16.696	16.685	0.26898	16.659	0.45543	16.539	16.539	0.35856	16.487	0.5314	17.003	16.999	0.43345	16.968
1.5781	0.09854	17.099	0.18662	0.25758	0.37166	16.714	16.707	0.26942	16.682	0.45681	16.633	16.629	0.3593	16.575	0.53236	17.077	17.075	0.43392	17.043
1.582	0.09895	17.134	0.18704	0.26478	0.37226	16.739	16.738	0.26983	16.706	0.45821	16.723	16.715	0.3601	16.662	0.53323	17.142	17.14	0.43436	17.11
1.5859	0.09936	17.171	0.18752	0.26947	0.37291	16.768	16.766	0.27029	16.732	0.4596	16.808	16.799	0.36093	16.743	0.53401	17.196	17.192	0.43476	17.165
1.5898	0.0997	17.209	0.18802	0.26761	0.37367	16.805	16.8	0.27078	16.767	0.461	16.884	16.879	0.36182	16.815	0.53469	17.237	17.236	0.43516	17.208
1.5938	0.09994	17.244	0.18852	0.2626	0.37453	16.858	16.852	0.27129	16.819	0.46239	16.951	16.95	0.36275	16.881	0.53528	17.267	17.27	0.43554	17.236
1.5977	0.10008	17.274	0.18903	0.26102	0.37548	16.918	16.908	0.27183	16.87	0.46373	17.016	17.016	0.36366	16.951	0.53583	17.282	17.288	0.43597	17.246
1.6016	0.10016	17.299	0.18956	0.26339	0.37644	16.953	16.936	0.27255	16.89	0.465	17.084	17.084	0.36447	17.024	0.53636	17.279	17.282	0.4365	17.228
1.6055	0.1003	17.318	0.19006	0.26496	0.37738	16.947	16.927	0.2735	16.872	0.4662	17.149	17.151	0.36523	17.091	0.53688	17.229	17.227	0.43733	17.143
1.6094	0.10051	17.334	0.19057	0.26536	0.37831	16.929	16.912	0.27453	16.855	0.46735	17.203	17.203	0.36601	17.143	0.5374	17.085	17.084	0.43877	16.95
1.6133	0.1007	17.345	0.19117	0.26914	0.37927	16.933	16.92	0.27546	16.867	0.46844	17.244	17.242	0.36681	17.187	0.53795	16.84	16.844	0.44089	16.664
1.6172	0.10086	17.352	0.19184	0.27523	0.38028	16.961	16.95	0.27627	16.902	0.46943	17.282	17.283	0.36754	17.233	0.53857	16.545	16.549	0.44341	16.351
1.6211	0.10099	17.36	0.19251	0.27921	0.38131	17.004	16.991	0.277	16.949	0.47032	17.327	17.334	0.36812	17.288	0.53934	16.259	16.261	0.44602	16.064
1.625	0.10112	17.369	0.19318	0.2819	0.38235	17.053	17.036	0.2777	16.998	0.47115	17.381	17.389	0.36858	17.349	0.5403	16.013	16.016	0.44856	15.821
1.6289	0.10124	17.381	0.19393	0.28828	0.38341	17.1	17.082	0.27843	17.041	0.47195	17.442	17.446	0.36897	17.414	0.54154	15.813	15.814	0.45108	15.617
1.6328	0.10131	17.399	0.19482	0.29835	0.38452	17.139	17.121	0.27927	17.072	0.47275	17.508	17.509	0.36932	17.482	0.54312	15.648	15.647	0.45371	15.442
1.6367	0.10135	17.421	0.19581	0.30301	0.38569	17.172	17.154	0.28021	17.101	0.47355	17.577	17.577	0.36966	17.551	0.5451	15.516	15.514	0.45653	15.298
1.6406	0.10144	17.448	0.19678	0.29903	0.38689	17.211	17.194	0.28115	17.145	0.47434	17.641	17.642	0.37002	17.613	0.54743	15.421	15.417	0.45946	15.197
1.6445	0.10163	17.479	0.19768	0.29295	0.38808	17.267	17.254	0.28195	17.21	0.47505	17.693	17.696	0.37038	17.664	0.55005	15.364	15.357	0.46244	15.138
1.6484	0.10188	17.513	0.19856	0.28852	0.38926	17.34	17.337	0.28265	17.29	0.47571	17.73	17.733	0.37077	17.699	0.55288	15.336	15.325	0.46543	15.106
1.6523	0.10213	17.549	0.19945	0.28327	0.39046	17.426	17.429	0.28327	17.381	0.47634	17.756	17.758	0.37121	17.72	0.55592	15.329	15.315	0.4685	15.092
1.6563	0.10237	17.586	0.20021	0.27479	0.39166	17.521	17.525	0.28383	17.481	0.47697	17.77	17.771	0.37173	17.729	0.5592	15.341	15.325	0.47169	15.092
1.6602	0.10264	17.622	0.20077	0.2657	0.39282	17.62	17.621	0.28433	17.584	0.47757	17.773	17.773	0.3723	17.73	0.56276	15.368	15.351	0.47506	15.105
1.6641	0.10287	17.66	0.20118	0.26004	0.3939	17.713	17.71	0.28479	17.676	0.47814	17.77	17.773	0.37287	17.728	0.56656	15.401	15.385	0.47862	15.125
1.668	0.10307	17.701	0.20153	0.25781	0.3949	17.786	17.779	0.2853	17.744	0.47872	17.773	17.779	0.37341	17.734	0.57051	15.435	15.417	0.48234	15.15
1.6719	0.10334	17.744	0.20184	0.25567	0.39584	17.834	17.823	0.2859	17.786	0.47931	17.785	17.792	0.37391	17.746	0.57455	15.469	15.449	0.48615	15.181
1.6758	0.10367	17.786	0.20216	0.25354	0.39673	17.864	17.851	0.28658	17.811	0.47995	17.799	17.806	0.37444	17.757	0.57863	15.509	15.49	0.48995	15.224
1.6797	0.10399	17.823	0.20252	0.25399	0.39762	17.885	17.872	0.28732	17.827	0.48062	17.812	17.821	0.37501	17.77	0.5827	15.561	15.542	0.49367	15.283
1.6836	0.10425	17.858	0.20287	0.25741	0.39851	17.898	17.888	0.2881	17.839	0.48132	17.833	17.846	0.37554	17.796	0.5868	15.631	15.603	0.4973	15.357
1.6875	0.10446	17.89	0.2032	0.25927	0.39938	17.908	17.899	0.2889	17.85	0.48202	17.869	17.884	0.376	17.835	0.59095	15.714	15.681	0.50089	15.441
1.6914	0.10465	17.919	0.20353	0.25801	0.40021	17.919	17.912	0.28963	17.867	0.48274	17.911	17.923	0.37643	17.878	0.59517	15.803	15.774	0.50452	15.528
1.6953	0.10483	17.946	0.20392	0.25692	0.40098	17.938	17.93	0.29027	17.89	0.48347	17.955	17.958	0.37685	17.922	0.5994	15.894	15.873	0.50815	15.622
1.6992	0.10509	17.977	0.20439	0.2581	0.40176	17.958	17.952	0.2909	17.909	0.48425	18.005	18	0.37729	17.971	0.60361	15.994	15.976	0.51169	15.731
1.7031	0.10545	18.018	0.20494	0.25973	0.40256	17.977	17.973	0.29155	17.927	0.48509	18.059	18.055	0.37776	18.022	0.60777	16.112	16.095	0.51507	15.864
1.707	0.10581	18.07	0.2055	0.26063	0.40338	17.999	17.997	0.29221	17.95	0.48596	18.113	18.117	0.37826	18.076	0.61186	16.253	16.24	0.51823	16.021
1.7109	0.10616	18.126	0.20599	0.26041	0.40423	18.029	18.027	0.29284	17.982	0.48679	18.163	18.173	0.37875	18.127	0.61588	16.415	16.406	0.52118	16.196
1.7148	0.10655	18.186	0.20644	0.26261	0.4051	18.065	18.059	0.29346	18.019	0.48758	18.211	18.218	0.37921	18.176	0.61986	16.592	16.58	0.52399	16.383
1.7188	0.10704	18.256	0.20692	0.2687	0.40593	18.099	18.088	0.29405	18.056	0.48835	18.256	18.258	0.37967	18.219	0.62376	16.776	16.757	0.52668	16.577
1.7227	0.10761	18.34	0.20745	0.27212	0.40669	18.131	18.115	0.29459	18.093	0.4891	18.292	18.293	0.38017	18.252	0.62753	16.959	16.938	0.52924	16.768
1.7266	0.10821	18.43	0.20797	0.27029	0.4074	18.165	18.148	0.29506	18.128	0.48982	18.314	18.318	0.38072	18.271	0.63113	17.131	17.114	0.53171	16.946
1.7305	0.10879	18.515	0.20847	0.26868	0.40812	18.198	18.188	0.29555	18.158	0.49053	18.332	18.34	0.3813	18.29	0.63456	17.285	17.269	0.53413	17.102
1.7344	0.10934	18.591	0.209	0.27048	0.40888	18.227	18.225	0.2961	18.183	0.49129	18.361	18.371	0.38185	18.322	0.63781	17.413	17.394	0.53653	17.231
1.7383	0.10982	18.661	0.20961	0.27289	0.4097	18.257	18.259	0.29671	18.209	0.49206	18.403	18.412	0.38233	18.366	0.64089	17.516	17.495	0.53891	17.337
1.7422	0.11021	18.723	0.21024	0.27379	0.4106	18.292	18.297	0.29736	18.241	0.49284	18.447	18.451	0.38281	18.409	0.64377	17.599	17.582	0.54124	17.428
1.7461	0.11054	18.779	0.21086	0.27377	0.41158	18.331	18.336	0.29807	18.273	0.49361	18.484	18.483	0.38332	18.446	0.64645	17.67	17.662	0.54344	17.509
1.75	0.11085	18.832	0.21149	0.27279	0.4126	18.361	18.364	0.29888	18.298	0.49439	18.522	18.517	0.38383	18.484	0.64894	17.737	17.735	0.54548	17.589
1.7539	0.11115	18.879	0.21211	0.27144	0.41359	18.38	18.377	0.29973	18.318	0.49517	18.566	18.561	0.3843	18.532	0.6513	17.812	17.811	0.54734	17.678
1.7578	0.11144	18.918	0.21268	0.2716	0.41453	18.398	18.392	0.30053	18.342	0.49597	18.62	18.613	0.38474	18.588	0.65356	17.899	17.894	0.54901	17.777
1.7617	0.11173	18.949	0.21324	0.2746	0.41544	18.429	18.428	0.30121	18.382	0.49682	18.684	18.673	0.38515	18.654	0.65574	17.991	17.983	0.55057	17.875
1.7656	0.11202	18.972	0.21384	0.27945	0.41633	18.478	18.481	0.30177	18.439	0.49773	18.76	18.749	0.38554	18.73	0.65783	18.078	18.068	0.55208	17.964
1.7695	0.11226	18.991	0.21449	0.28202	0.41723	18.543	18.541	0.30223	18.51	0.49871	18.849	18.843	0.38594	18.818	0.65985	18.157	18.143	0.55357	18.047
1.7734	0.11243	19.006	0.21514	0.28099	0.41815	18.62	18.609	0.30263	18.59	0.49974	18.942	18.94	0.38634	18.91	0.66182	18.236	18.22	0.55501	18.129
1.7773	0.11254	19.014	0.21581	0.28013	0.41909	18.702	18.688	0.30302	18.672	0.50075	19.028	19.025	0.38677	18.994	0.66376	18.318	18.304	0.5564	18.216
1.7813	0.1126	19.018	0.21648	0.28204	0.42	18.778	18.767	0.30342	18.744	0.50171	19.1	19.095	0.38724	19.064	0.66563	18.403	18.385	0.5577	18.307
1.7852	0.11264	19.02	0.21716	0.28432	0.42088	18.835	18.827	0.3039	18.795	0.5026	19.158	19.154	0.38773	19.119	0.66741	18.486	18.463	0.55892	18.396
1.7891	0.11269	19.024	0.21785	0.28282	0.42173	18.873	18.866	0.3045	18.824	0.50343	19.202	19.198	0.38826	19.16	0.66911	18.567	18.547	0.56008	18.481
1.793	0.11278	19.028	0.21857	0.27909	0.42261	18.897	18.891	0.30519	18.845	0.50418	19.226	19.221	0.38884	19.181	0.67077	18.648	18.636	0.56119	18.565
1.7969	0.11286	19.03	0.21927	0.27832	0.42345	18.917	18.907	0.30589	18.865	0.50486	19.234	19.23	0.38945	19.188	0.67239	18.727	18.716	0.56228	18.646
1.8008	0.1129	19.028	0.21995	0.27816	0.42423	18.93	18.915	0.30657	18.875	0.5055	19.237	19.234	0.39005	19.192	0.67393	18.797	18.779	0.56335	18.716
1.8047	0.11294	19.027	0.22065	0.27245	0.42505	18.936	18.918	0.30733	18.876	0.50612	19.239	19.24	0.39063	19.196	0.67539	18.854	18.833	0.56442	18.772
1.8086	0.11301	19.032	0.22135	0.26396	0.42593	18.939	18.923	0.30817	18.877	0.50671	19.241	19.244	0.39119	19.202	0.676829	18.904	18.886	0.56551	18.821
1.8125	0.11309	19.044	0.22198	0.25971	0.42676	18.942	18.93	0.30895	18.888	0.50725	19.247	19.244	0.39167	19.214	0.678289	18.956	18.942	0.56662	18.876
1.8164	0.11321	19.059	0.22254	0.26268	0.42743	18.944	18.935	0.3096	18.899	0.50775	19.261	19.248	0.39207	19.232	0.679725	19.018	19.006	0.56763	18.946
1.8203	0.11332	19.076	0.22306	0.26636	0.42802	18.947	18.939	0.31015	18.905	0.50825	19.279	19.266	0.39243	19.249	0.681104	19.092	19.082	0.56851	19.027
1.8242	0.11344	19.098	0.22356	0.26463	0.42864	18.954	18.948	0.3107	18.913	0.5088	19.296	19.29	0.39284	19.262	0.682449	19.169	19.164	0.56934	19.104
1.8281	0.11357	19.123	0.22404	0.26037	0.42929	18.969	18.966	0.31123	18.93	0.50941	19.312	19.315	0.39334	19.275	0.68377	19.231	19.232	0.57023	19.16
1.832	0.11373	19.155	0.22451	0.26076	0.42997	18.993	18.989	0.31174	18.955	0.51006	19.333	19.345	0.39382	19.299	0.685027	19.269	19.271	0.57122	19.194
1.8359	0.114	19.193	0.22499	0.26425	0.43069	19.024	19.015	0.31224	18.987	0.51068	19.366	19.383	0.39421	19.34	0.686171	19.289	19.29	0.57222	19.219
1.8398	0.11439	19.241	0.22547	0.26495	0.43143	19.061	19.05	0.31272	19.026	0.5113	19.411	19.424	0.39452	19.387	0.68719	19.31	19.309	0.57309	19.249
1.8438	0.1148	19.299	0.22592	0.26299	0.43219	19.105	19.097	0.31318	19.067	0.51196	19.46	19.46	0.39484	19.434	0.688156	19.343	19.343	0.57381	19.29
1.8477	0.11512	19.362	0.22639	0.2645	0.43303	19.149	19.149	0.31371	19.105	0.51269	19.51	19.499	0.39522	19.48	0.689133	19.386	19.387	0.57449	19.335
1.8516	0.11542	19.425	0.22689	0.26991	0.43398	19.195	19.195	0.31434	19.146	0.51345	19.558	19.547	0.39565	19.523	0.69012	19.43	19.428	0.57517	19.379
1.8555	0.11579	19.488	0.22744	0.27376	0.43499	19.245	19.239	0.315	19.195	0.51421	19.596	19.595	0.39615	19.555	0.691089	19.475	19.469	0.57583	19.428
1.8594	0.11625	19.551	0.22804	0.27581	0.43604	19.304	19.292	0.31566	19.253	0.51496	19.62	19.629	0.39672	19.578	0.692001	19.524	19.516	0.57641	19.483
1.8633	0.11673	19.62	0.22865	0.27904	0.43716	19.368	19.351	0.31634	19.31	0.51566	19.64	19.649	0.39727	19.602	0.692845	19.571	19.562	0.57692	19.529
1.8672	0.11723	19.692	0.22926	0.28267	0.43836	19.421	19.399	0.31718	19.352	0.51626	19.661	19.669	0.39772	19.629	0.693674	19.604	19.594	0.57752	19.553
1.8711	0.11779	19.762	0.2299	0.28406	0.4396	19.456	19.431	0.31817	19.379	0.51685	19.687	19.697	0.39812	19.657	0.694573	19.622	19.612	0.57828	19.56
1.875	0.11834	19.826	0.23057	0.28147	0.4408	19.481	19.461	0.31919	19.41	0.51746	19.716	19.727	0.39852	19.686	0.695558	19.633	19.626	0.57917	19.564
1.8789	0.11877	19.885	0.23124	0.27425	0.44187	19.511	19.501	0.32004	19.455	0.51805	19.745	19.754	0.3989	19.716	0.696563	19.64	19.635	0.58011	19.57
1.8828	0.11908	19.934	0.23182	0.26627	0.44279	19.551	19.548	0.32068	19.508	0.51863	19.772	19.78	0.39929	19.742	0.697505	19.643	19.637	0.58102	19.577
1.8867	0.11935	19.975	0.23234	0.26144	0.4436	19.596	19.595	0.32118	19.561	0.51921	19.796	19.809	0.39969	19.766	0.698371	19.645	19.642	0.58185	19.586
1.8906	0.11965	20.01	0.23287	0.2608	0.44437	19.646	19.645	0.3216	19.613	0.51976	19.82	19.835	0.40007	19.795	0.699197	19.658	19.662	0.58257	19.606
1.8945	0.11993	20.044	0.23344	0.26487	0.44518	19.702	19.703	0.32204	19.667	0.52024	19.848	19.861	0.40035	19.829	0.700025	19.685	19.694	0.5832	19.639
1.8984	0.12016	20.075	0.23404	0.27299	0.44605	19.756	19.759	0.32253	19.717	0.52071	19.884	19.894	0.40056	19.869	0.700877	19.721	19.728	0.5838	19.676
1.9023	0.12039	20.101	0.23464	0.2811	0.44686	19.793	19.795	0.32308	19.75	0.52122	19.93	19.942	0.40075	19.915	0.701755	19.761	19.763	0.5844	19.715
1.9063	0.12061	20.12	0.23525	0.28546	0.44753	19.805	19.805	0.32366	19.761	0.52177	19.981	19.996	0.40095	19.965	0.702707	19.811	19.808	0.58501	19.762
1.9102	0.12078	20.133	0.2359	0.28697	0.44809	19.799	19.802	0.32423	19.755	0.52232	20.029	20.042	0.40117	20.012	0.703796	19.872	19.867	0.58568	19.817
1.9141	0.12086	20.141	0.23657	0.2878	0.44862	19.787	19.792	0.32482	19.741	0.52286	20.073	20.081	0.40139	20.055	0.705022	19.94	19.936	0.58644	19.881
1.918	0.12093	20.147	0.23732	0.28881	0.44919	19.777	19.779	0.32543	19.73	0.52339	20.114	20.117	0.40164	20.092	0.706324	20.014	20.009	0.58725	19.953
1.9219	0.12104	20.154	0.23821	0.2881	0.44979	19.772	19.768	0.32605	19.725	0.52391	20.143	20.146	0.40195	20.115	0.707645	20.092	20.087	0.58804	20.033
1.9258	0.12117	20.168	0.23912	0.28461	0.45046	19.776	19.77	0.32667	19.728	0.52447	20.159	20.163	0.40239	20.124	0.708972	20.174	20.17	0.58881	20.115
1.9297	0.12126	20.18	0.23994	0.28172	0.45123	19.793	19.788	0.32731	19.743	0.52506	20.169	20.171	0.4029	20.13	0.7103	20.254	20.249	0.5896	20.194
1.9336	0.12137	20.19	0.24065	0.28104	0.45211	19.821	19.814	0.32798	19.769	0.52567	20.182	20.178	0.40341	20.144	0.71157	20.325	20.32	0.59039	20.266
1.9375	0.12151	20.202	0.24131	0.27987	0.45307	19.858	19.848	0.32868	19.805	0.5263	20.202	20.195	0.40387	20.167	0.712748	20.384	20.379	0.59116	20.325
1.9414	0.12164	20.219	0.24193	0.27612	0.45409	19.905	19.892	0.32938	19.852	0.52695	20.229	20.218	0.40433	20.193	0.713854	20.432	20.428	0.59194	20.372
1.9453	0.12172	20.24	0.24251	0.27231	0.45518	19.963	19.949	0.33008	19.911	0.52766	20.261	20.248	0.40481	20.224	0.714923	20.469	20.468	0.59275	20.41
1.9492	0.12184	20.265	0.24306	0.27234	0.45632	20.03	20.018	0.33076	19.978	0.52843	20.299	20.288	0.40531	20.261	0.715931	20.504	20.502	0.59351	20.451
1.9531	0.12204	20.294	0.24364	0.27337	0.45751	20.102	20.091	0.33146	20.049	0.52926	20.345	20.339	0.40582	20.304	0.716859	20.547	20.541	0.59413	20.505
1.957	0.12231	20.327	0.24423	0.27133	0.45873	20.177	20.166	0.33217	20.122	0.53015	20.393	20.39	0.40639	20.349	0.717736	20.605	20.594	0.59461	20.571
1.9609	0.12266	20.363	0.24484	0.26866	0.45997	20.252	20.24	0.33291	20.195	0.53105	20.437	20.433	0.40698	20.393	0.718581	20.666	20.653	0.59504	20.631
1.9648	0.12304	20.404	0.24542	0.26831	0.46121	20.321	20.307	0.33368	20.26	0.5319	20.476	20.473	0.40755	20.436	0.719385	20.711	20.697	0.59553	20.671
1.9688	0.12339	20.449	0.24596	0.26695	0.46243	20.377	20.362	0.33451	20.311	0.53267	20.517	20.519	0.40804	20.482	0.720132	20.734	20.72	0.59611	20.689
1.9727	0.12364	20.494	0.24643	0.26281	0.46365	20.422	20.406	0.33542	20.354	0.53343	20.566	20.571	0.40846	20.534	0.720852	20.746	20.733	0.59673	20.698
1.9766	0.12383	20.535	0.24691	0.26025	0.4648	20.459	20.445	0.33631	20.394	0.53423	20.619	20.624	0.40889	20.585	0.721577	20.759	20.749	0.59735	20.714
1.9805	0.12412	20.577	0.24743	0.26295	0.46583	20.489	20.477	0.33713	20.427	0.53503	20.669	20.673	0.40934	20.636	0.722305	20.781	20.769	0.59791	20.741
1.9844	0.12457	20.63	0.24802	0.26992	0.46678	20.507	20.497	0.33793	20.445	0.53581	20.72	20.723	0.40978	20.688	0.723024	20.814	20.793	0.5984	20.779
1.9883	0.12504	20.692	0.24864	0.27498	0.46769	20.515	20.506	0.33877	20.451	0.53658	20.772	20.772	0.41018	20.74	0.723742	20.857	20.83	0.59882	20.826
1.9922	0.12548	20.761	0.24927	0.27568	0.46859	20.521	20.516	0.33961	20.46	0.53737	20.821	20.815	0.41064	20.783	0.724471	20.907	20.886	0.5992	20.877
1.9961	0.12591	20.829	0.24991	0.27426	0.46951	20.54	20.54	0.34039	20.483	0.53818	20.86	20.85	0.41117	20.816	0.725229	20.956	20.944	0.59962	20.919
2	0.12632	20.894	0.25059	0.2728	0.47049	20.575	20.577	0.34112	20.522	0.53899	20.887	20.884	0.41178	20.842	0.726022	20.99	20.984	0.60017	20.944
2.0039	0.12667	20.957	0.25126	0.27177	0.4715	20.623	20.624	0.3418	20.575	0.53974	20.911	20.921	0.41236	20.871	0.726826	21.01	21.005	0.60082	20.96
2.0078	0.12701	21.017	0.25185	0.27078	0.47249	20.682	20.682	0.34238	20.641	0.54042	20.939	20.954	0.41283	20.905	0.727581	21.02	21.018	0.60149	20.97
2.0117	0.12741	21.072	0.25237	0.27193	0.47345	20.749	20.748	0.34288	20.712	0.54107	20.971	20.981	0.41326	20.941	0.728276	21.023	21.021	0.60214	20.971
2.0156	0.12786	21.121	0.25293	0.27589	0.47439	20.817	20.81	0.34336	20.777	0.54169	21.004	21.006	0.41364	20.975	0.728965	21.015	21.009	0.60286	20.96
2.0195	0.12826	21.167	0.25354	0.27941	0.47534	20.871	20.857	0.34394	20.822	0.54228	21.033	21.03	0.41402	21.003	0.729645	21.003	20.992	0.60359	20.953
2.0234	0.12856	21.208	0.25415	0.28027	0.47632	20.908	20.893	0.34466	20.851	0.54287	21.058	21.051	0.41443	21.026	0.730244	20.999	20.988	0.6042	20.959
