Experiment
----------
Name:	15-12-11 Magra OVA eosinofilica Bude 3
File name:	C:\Users\Wothan\Documents\My flexiVent data\15-12-11 Magra OVA eosinofilica Bude 3.exp
Operator:	Cida
Comment:	Default template provided for mouse experiments.
 
Subjects
--------
 Subject  Name 	Weight	Gender	Strain	Group	Comment
 Magra  OVA  eosinofilica  Bude  3 	 24  g 	female	Balbi		
 
Perturbation:	SnapShot-150 v5.2
 
 
Data
----
 
 Event  ID  -> 	7	7	8	8
    	 12/11/2015  10:57:30  AM 	 12/11/2015  10:57:30  AM 	 12/11/2015  10:57:46  AM 	 12/11/2015  10:57:46  AM 
    	 Closed  tube  cal. 	 Closed  tube  cal. 	 Open  tube  cal. 	 Open  tube  cal. 
Time	Vol	Pcyl	Vol	Pcyl
s	mL	cmH2O	mL	cmH2O
    				
0.42188	0.015713	5.0145	0.023369	0.096012
0.42578	0.014773	4.9224	0.021593	0.13081
0.42969	0.014093	4.8726	0.020255	0.16511
0.43359	0.01367	4.8628	0.01937	0.19564
0.4375	0.013453	4.8813	0.018912	0.21464
0.44141	0.013398	4.9103	0.018842	0.22037
0.44531	0.013477	4.9372	0.019079	0.22163
0.44922	0.013698	4.9601	0.019566	0.23536
0.45313	0.014081	4.9858	0.020359	0.27665
0.45703	0.014654	5.0328	0.021562	0.33783
0.46094	0.015461	5.1358	0.023253	0.39876
0.46484	0.016542	5.3217	0.025437	0.44707
0.46875	0.017894	5.5864	0.028093	0.48373
0.47266	0.019527	5.9106	0.031208	0.5168
0.47656	0.021446	6.2839	0.034752	0.55185
0.48047	0.023655	6.7028	0.0387	0.58883
0.48438	0.026141	7.1669	0.043042	0.62598
0.48828	0.028871	7.6713	0.047768	0.66158
0.49219	0.031822	8.2078	0.052901	0.69619
0.49609	0.034997	8.7731	0.058433	0.73075
0.5	0.038418	9.3686	0.064266	0.76278
0.50391	0.042078	9.9945	0.070357	0.79068
0.50781	0.045913	10.649	0.076731	0.81604
0.51172	0.049851	11.328	0.083383	0.83911
0.51563	0.053906	12.025	0.090228	0.85671
0.51953	0.058103	12.731	0.09721	0.86912
0.52344	0.062339	13.439	0.104345	0.88052
0.52734	0.066525	14.145	0.111603	0.89258
0.53125	0.070681	14.852	0.118938	0.90191
0.53516	0.074903	15.562	0.126348	0.90746
0.53906	0.079247	16.274	0.133838	0.91366
0.54297	0.083642	16.989	0.141388	0.9229
0.54688	0.087988	17.706	0.148968	0.9294
0.55078	0.092255	18.417	0.156508	0.925
0.55469	0.096477	19.119	0.163948	0.90856
0.55859	0.100656	19.811	0.171198	0.88842
0.5625	0.104763	20.487	0.178258	0.86995
0.56641	0.108772	21.141	0.185178	0.85041
0.57031	0.112669	21.765	0.191948	0.82702
0.57422	0.116439	22.357	0.198458	0.80149
0.57813	0.120046	22.92	0.204658	0.77691
0.58203	0.123483	23.456	0.210568	0.75114
0.58594	0.126767	23.962	0.216208	0.72112
0.58984	0.129858	24.433	0.221608	0.68838
0.59375	0.132724	24.869	0.226758	0.65691
0.59766	0.135397	25.274	0.231648	0.62441
0.60156	0.137892	25.644	0.236188	0.58634
0.60547	0.140201	25.977	0.240258	0.54376
0.60938	0.142308	26.271	0.243858	0.50264
0.61328	0.144184	26.526	0.247038	0.46317
0.61719	0.145782	26.739	0.249758	0.41959
0.62109	0.147075	26.901	0.251978	0.37312
0.625	0.148061	27.006	0.253718	0.33103
0.62891	0.148752	27.055	0.255028	0.29439
0.63281	0.149184	27.054	0.255928	0.26194
0.63672	0.149393	27.02	0.256378	0.23987
0.64063	0.149424	26.971	0.256378	0.23099
0.64453	0.149339	26.912	0.256008	0.22492
0.64844	0.149207	26.835	0.255328	0.19994
0.65234	0.148959	26.728	0.254278	0.15095
0.65625	0.148441	26.584	0.252858	0.098227
0.66016	0.147629	26.395	0.251098	0.057184
0.66406	0.146551	26.151	0.248968	0.023883
0.66797	0.14517	25.854	0.246398	-0.0087969
0.67188	0.143447	25.509	0.243388	-0.041796
0.67578	0.141407	25.115	0.239938	-0.074931
0.67969	0.139122	24.669	0.236098	-0.1102
0.68359	0.136597	24.172	0.231878	-0.1492
0.6875	0.133786	23.63	0.227328	-0.18738
0.69141	0.130696	23.049	0.222468	-0.21967
0.69531	0.12736	22.436	0.217248	-0.24995
0.69922	0.123836	21.795	0.211618	-0.28203
0.70313	0.120172	21.128	0.205648	-0.3144
0.70703	0.116339	20.435	0.199398	-0.34208
0.71094	0.112295	19.723	0.192868	-0.36525
0.71484	0.108082	19.004	0.186048	-0.3889
0.71875	0.103837	18.291	0.179018	-0.41435
0.72266	0.0997	17.594	0.171838	-0.43713
0.72656	0.095683	16.915	0.164558	-0.45133
0.73047	0.091704	16.245	0.157168	-0.45563
0.73438	0.087711	15.573	0.149708	-0.45441
0.73828	0.083664	14.894	0.142198	-0.45159
0.74219	0.079547	14.208	0.134708	-0.44549
0.74609	0.07536	13.517	0.127238	-0.43534
0.75	0.071106	12.818	0.119828	-0.42302
0.75391	0.066843	12.114	0.112582	-0.40837
0.75781	0.062605	11.411	0.105536	-0.39093
0.76172	0.05835	10.716	0.098635	-0.37436
0.76563	0.054099	10.04	0.091827	-0.3619
0.76953	0.04996	9.3932	0.085125	-0.34974
0.77344	0.04605	8.7833	0.078598	-0.32935
0.77734	0.042372	8.2121	0.072289	-0.30015
0.78125	0.038877	7.6811	0.066225	-0.27068
0.78516	0.035566	7.1915	0.060435	-0.24345
0.78906	0.032456	6.7423	0.054947	-0.213
0.79297	0.029585	6.3368	0.049787	-0.17832
0.79688	0.026968	5.9857	0.044962	-0.14595
0.80078	0.024589	5.7046	0.040446	-0.11737
0.80469	0.02243	5.4941	0.036273	-0.087156
0.80859	0.020466	5.3234	0.032483	-0.051011
0.8125	0.018734	5.1636	0.029084	-0.010508
0.81641	0.017322	5.0155	0.026119	0.030893
0.82031	0.01626	4.8977	0.023633	0.073518
0.82422	0.015506	4.8212	0.021648	0.11777
0.82813	0.014963	4.7833	0.020155	0.15951
0.83203	0.014592	4.7758	0.019135	0.19243
0.83594	0.014404	4.7913	0.018557	0.21237
0.83984	0.014365	4.8184	0.018366	0.219
0.84375	0.014426	4.8447	0.018556	0.22086
0.84766	0.014583	4.8657	0.019139	0.23762
0.85156	0.014868	4.8871	0.020062	0.27928
0.85547	0.015349	4.9228	0.021292	0.33091
0.85938	0.016071	5.0033	0.022856	0.37586
0.86328	0.017067	5.1622	0.024785	0.41331
0.86719	0.018358	5.4076	0.027106	0.44985
0.87109	0.019921	5.7219	0.029829	0.48973
0.875	0.021721	6.0837	0.032998	0.53482
0.87891	0.023778	6.4842	0.03669	0.58274
0.88281	0.026145	6.9247	0.040927	0.62761
0.88672	0.028823	7.4056	0.045664	0.66634
0.89063	0.031765	7.921	0.05083	0.70027
0.89453	0.034887	8.4644	0.05633	0.73086
0.89844	0.03812	9.0328	0.0621	0.75526
0.90234	0.04145	9.6271	0.06812	0.7735
0.90625	0.044926	10.247	0.074383	0.79276
0.91016	0.048631	10.897	0.080878	0.81521
0.91406	0.052588	11.578	0.087611	0.83965
0.91797	0.056742	12.286	0.094543	0.8653
0.92188	0.061008	13.012	0.101642	0.8879
0.92578	0.065333	13.741	0.108918	0.90417
0.92969	0.069682	14.467	0.116328	0.91163
0.93359	0.074043	15.189	0.123758	0.91205
0.9375	0.078393	15.907	0.131138	0.91243
0.94141	0.082676	16.618	0.138568	0.91787
0.94531	0.086876	17.321	0.146108	0.92576
0.94922	0.09107	18.018	0.153668	0.92793
0.95313	0.095304	18.712	0.161138	0.92026
0.95703	0.099545	19.4	0.168458	0.90507
0.96094	0.103714	20.074	0.175628	0.88425
0.96484	0.107737	20.728	0.182618	0.8605
0.96875	0.111622	21.356	0.189378	0.83705
0.97266	0.115418	21.957	0.195948	0.81382
0.97656	0.119071	22.525	0.202318	0.78799
0.98047	0.12248	23.053	0.208438	0.75681
0.98438	0.125625	23.536	0.214228	0.72214
0.98828	0.128532	23.974	0.219678	0.68724
0.99219	0.13119	24.37	0.224758	0.65282
0.99609	0.133608	24.732	0.229458	0.61893
1	0.135855	25.065	0.233808	0.58633
1.0039	0.138002	25.371	0.237898	0.55458
1.0078	0.140008	25.644	0.241678	0.52085
1.0117	0.14175	25.878	0.245078	0.48067
1.0156	0.143189	26.072	0.248028	0.43341
1.0195	0.144401	26.223	0.250528	0.38418
1.0234	0.145429	26.327	0.252568	0.33951
1.0273	0.146223	26.387	0.254098	0.30161
1.0313	0.146738	26.409	0.255088	0.26947
1.0352	0.146984	26.4	0.255598	0.24546
1.0391	0.147039	26.367	0.255738	0.23396
1.043	0.147022	26.322	0.255598	0.23383
1.0469	0.146992	26.271	0.255198	0.22903
1.0508	0.146895	26.209	0.254498	0.19705
1.0547	0.146618	26.119	0.253438	0.14063
1.0586	0.146085	25.981	0.251978	0.084708
1.0625	0.145247	25.787	0.250058	0.042584
1.0664	0.144116	25.538	0.247678	0.0086058
1.0703	0.142718	25.239	0.244888	-0.026163
1.0742	0.141038	24.886	0.241688	-0.063046
1.0781	0.139016	24.476	0.238058	-0.10077
1.082	0.136642	24.01	0.233988	-0.13954
1.0859	0.133955	23.494	0.229498	-0.17942
1.0898	0.131019	22.939	0.224588	-0.21786
1.0938	0.127872	22.352	0.219308	-0.25192
1.0977	0.124535	21.738	0.213728	-0.28258
1.1016	0.121015	21.1	0.207818	-0.30984
1.1055	0.117326	20.436	0.201578	-0.33028
1.1094	0.113488	19.751	0.195128	-0.34231
1.1133	0.109505	19.048	0.188578	-0.35302
1.1172	0.105383	18.332	0.181928	-0.37173
1.1211	0.101156	17.612	0.175088	-0.39745
1.125	0.0969	16.894	0.168028	-0.42112
1.1289	0.092696	16.183	0.160778	-0.43926
1.1328	0.088545	15.478	0.153378	-0.45408
1.1367	0.084393	14.779	0.145808	-0.4652
1.1406	0.080189	14.079	0.138128	-0.46788
1.1445	0.075922	13.379	0.130488	-0.45803
1.1484	0.071644	12.685	0.122988	-0.43921
1.1523	0.067417	12.008	0.115668	-0.41824
1.1563	0.063268	11.35	0.108499	-0.39901
1.1602	0.059238	10.712	0.101462	-0.38162
1.1641	0.055375	10.098	0.094611	-0.36525
1.168	0.051692	9.5137	0.088	-0.34913
1.1719	0.048158	8.9582	0.081563	-0.33213
1.1758	0.044746	8.4271	0.075211	-0.31064
1.1797	0.041438	7.9177	0.069003	-0.28452
1.1836	0.03823	7.4341	0.063051	-0.25777
1.1875	0.035147	6.981	0.057384	-0.23194
1.1914	0.032258	6.5603	0.05201	-0.20438
1.1953	0.029576	6.1735	0.04694	-0.17307
1.1992	0.027074	5.8305	0.042224	-0.1404
1.2031	0.024735	5.5518	0.037894	-0.10821
1.207	0.022591	5.3416	0.033949	-0.074573
1.2109	0.020667	5.1705	0.030374	-0.03504
1.2148	0.018996	5.0101	0.027208	0.0077993
1.2188	0.01761	4.8611	0.02449	0.046222
1.2227	0.016517	4.737	0.022205	0.079768
1.2266	0.015656	4.6444	0.020309	0.1112
1.2305	0.014958	4.579	0.01877	0.13882
1.2344	0.014403	4.5336	0.017575	0.16056
1.2383	0.01398	4.5035	0.01671	0.17725
1.2422	0.013662	4.4841	0.016057	0.18888
1.2461	0.013402	4.4705	0.015463	0.19478
